id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,imdb_popularity,YearGroup
ts37464,Occupied,SHOW,2015,TV-MA,45,"['war', 'thriller', 'drama']",['NO'],3,tt4192998,7.7,8839,12.891,2010
tm196296,A Monster Calls,MOVIE,2016,PG-13,108,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']","['ES', 'US', 'GB']",0,tt3416532,7.5,86614,25.422,2010
ts37971,Master of None,SHOW,2015,TV-MA,32,"['drama', 'comedy']",['US'],3,tt4635276,8.3,72341,21.734,2010
ts21885,Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,"['comedy', 'drama']",['US'],4,tt3339966,7.6,70242,20.333,2010
tm233214,Under the Shadow,MOVIE,2016,PG-13,84,"['thriller', 'horror', 'war', 'drama', 'fantasy']","['GB', 'IR', 'JO', 'QA']",0,tt4273292,6.8,27125,9.063,2010
ts38783,Secret City,SHOW,2016,TV-MA,50,"['war', 'thriller']",['AU'],3,tt4976512,7.4,7831,17.549,2010
tm219233,Loving,MOVIE,2016,PG-13,123,"['drama', 'romance']","['GB', 'US']",0,tt4669986,7,34139,16.292,2010
ts36983,Fuller House,SHOW,2016,TV-Y7,27,"['comedy', 'family']",['US'],5,tt3986586,6.7,27148,33.47,2010
ts41963,Easy,SHOW,2016,TV-MA,30,"['drama', 'comedy']",['US'],3,tt5562056,6.9,13569,32.563,2010
ts52838,3%,SHOW,2016,TV-MA,45,"['scifi', 'action', 'drama', 'thriller']",['BR'],4,tt4922804,7.3,25077,37.982,2010
ts38204,Making a Murderer,SHOW,2015,TV-14,62,"['crime', 'documentation']",['US'],2,tt5189670,8.6,93456,10.955,2010
tm199700,The Danish Girl,MOVIE,2015,R,119,"['drama', 'romance', 'european']","['DE', 'GB', 'US', 'BE', 'DK']",0,tt0810819,7.1,180805,19.604,2010
tm200126,He Never Died,MOVIE,2015,R,99,"['horror', 'fantasy', 'drama', 'thriller', 'comedy']","['CA', 'US']",0,tt3823012,6.4,19936,10.044,2010
tm132273,Home,MOVIE,2015,PG,95,"['fantasy', 'scifi', 'comedy', 'family', 'animation']",['US'],0,tt2224026,6.6,100705,37.237,2010
ts36046,BUNK'D,SHOW,2015,TV-G,24,"['comedy', 'family', 'drama']",['US'],5,tt4591680,5.3,3174,36.236,2010
ts36545,Quantico,SHOW,2015,TV-14,43,"['drama', 'thriller', 'crime']",['US'],3,tt4428122,6.6,60305,33.415,2010
tm139532,Before I Wake,MOVIE,2016,PG-13,97,"['drama', 'fantasy', 'horror', 'thriller']",['US'],0,tt3176922,6.2,45243,13.359,2010
ts36856,F is for Family,SHOW,2015,TV-MA,28,"['comedy', 'animation', 'drama']",['US'],5,tt4326894,8,36050,34.434,2010
tm219248,The Fundamentals of Caring,MOVIE,2016,R,97,"['drama', 'comedy']",['US'],0,tt2452386,7.3,70542,10.667,2010
ts35362,Locked Up,SHOW,2015,TV-MA,50,"['drama', 'thriller', 'action', 'comedy', 'european']",['ES'],4,tt4524056,8.2,21388,137.792,2010
tm239743,Batman: The Killing Joke,MOVIE,2016,R,72,"['drama', 'crime', 'thriller', 'animation', 'action']",['US'],0,tt4853102,6.4,55806,29.498,2010
tm138614,Cop Car,MOVIE,2015,R,86,"['thriller', 'crime']",['US'],0,tt4209984,6.3,32547,10.384,2010
tm205890,Bastille Day,MOVIE,2016,R,92,"['action', 'drama', 'thriller', 'crime']","['US', 'FR', 'LU', 'GB']",0,tt4649162,6.3,42763,14.921,2010
tm139841,Sinister 2,MOVIE,2015,R,97,"['horror', 'thriller']","['GB', 'US', 'CA']",0,tt2752772,5.3,53733,26.423,2010
ts35354,Zoo,SHOW,2015,TV-14,43,"['drama', 'thriller', 'scifi']",['US'],3,tt3250026,6.6,24479,60.53,2010
tm208622,American Ultra,MOVIE,2015,R,96,"['comedy', 'action', 'scifi']","['US', 'CH']",0,tt3316948,6.1,89912,15.041,2010
ts38758,Ajin,SHOW,2016,TV-MA,24,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']",['JP'],2,tt5537534,7.6,6121,27.887,2010
tm204035,Spectral,MOVIE,2016,PG-13,109,"['scifi', 'action', 'thriller']",['US'],0,tt2106651,6.3,58407,38.64,2010
ts41913,Frequency,SHOW,2016,TV-14,18,"['scifi', 'fantasy', 'thriller', 'drama']",['US'],3,tt5531470,7.5,13625,13.548,2010
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,PG-13,103,"['drama', 'fantasy', 'action']",['CN'],0,tt2652118,6.1,19275,22.951,2010
ts42655,Wanted,SHOW,2016,TV-14,45,"['drama', 'action', 'crime']",['AU'],3,tt5193358,7.6,5693,9.545,2010
ts3844,Aquarius,SHOW,2015,TV-14,43,"['drama', 'crime', 'thriller', 'european']",['US'],2,tt4744218,7.1,12112,11.944,2010
ts53287,Roman Empire,SHOW,2016,TV-14,48,"['drama', 'history', 'war', 'documentation']",['US'],3,tt6233538,7,7539,25.738,2010
tm233465,The Bye Bye Man,MOVIE,2016,PG-13,96,"['thriller', 'fantasy', 'horror', 'drama']",['US'],0,tt4032232,4.3,23588,22.899,2010
ts42156,Degrassi: Next Class,SHOW,2016,TV-PG,24,"['drama', 'romance']",['CA'],6,tt10947610,6.8,3205,18.683,2010
tm136257,Beasts of No Nation,MOVIE,2015,R,137,"['war', 'drama']","['US', 'GH']",0,tt1365050,7.7,80129,11.978,2010
ts41906,The Disastrous Life of Saiki K.,SHOW,2016,TV-14,10,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],3,tt6354518,8.4,6649,33.948,2010
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,24,"['scifi', 'war', 'action', 'drama', 'animation']",['JP'],2,tt5344382,7.9,1623,7.838,2010
tm140843,Self/less,MOVIE,2015,PG-13,116,"['scifi', 'thriller', 'action', 'drama']",['US'],0,tt2157712,6.5,98127,24.934,2010
tm238722,Collateral Beauty,MOVIE,2016,PG-13,97,"['drama', 'romance']",['US'],0,tt4682786,6.7,99053,25.719,2010
ts35256,Chef's Table,SHOW,2015,TV-MA,50,['documentation'],['US'],7,tt4295140,8.5,15176,16.397,2010
ts53249,Trollhunters: Tales of Arcadia,SHOW,2016,TV-Y7,22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],3,tt1734135,8.4,16509,35.879,2010
ts42043,March Comes in Like a Lion,SHOW,2016,TV-PG,25,"['drama', 'animation', 'comedy', 'romance']",['JP'],2,tt6074794,8.4,2586,19.401,2010
tm200690,The Forest,MOVIE,2016,R,95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],0,tt3387542,4.8,42148,27.63,2010
tm155102,Demonic,MOVIE,2015,R,83,"['thriller', 'horror']","['GB', 'US']",0,tt1841642,5.3,14882,6.835,2010
ts35577,God Eater,SHOW,2015,TV-14,23,"['scifi', 'animation', 'action']",['JP'],1,tt5240222,7,1911,23.148,2010
tm235405,Hyena Road,MOVIE,2015,R,120,"['thriller', 'action', 'drama', 'war']",['CA'],0,tt4034452,6.5,7665,7.365,2010
ts52830,Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,92,"['comedy', 'drama']",['US'],1,tt5435008,7.6,36359,20.316,2010
tm230551,Ip Man 3,MOVIE,2015,PG-13,105,"['drama', 'action', 'history']","['HK', 'CN']",0,tt2888046,7,54128,33.711,2010
ts38731,Rebellion,SHOW,2016,TV-14,51,"['war', 'drama', 'history', 'european']","['GB', 'IE']",2,tt4699982,7.1,3658,14.262,2010
ts42127,The Windsors,SHOW,2016,TV-MA,27,['comedy'],['GB'],3,tt5692740,7.1,2648,7.115,2010
ts41948,Hip Hop Evolution,SHOW,2016,TV-MA,48,"['documentation', 'music']",['CA'],4,tt6319696,8.4,5772,5.002,2010
ts38809,The Get Down,SHOW,2016,TV-MA,62,"['drama', 'music']",['US'],2,tt4592410,8.2,22304,8.755,2010
tm244403,ARQ,MOVIE,2016,R,88,"['scifi', 'thriller', 'action']",['US'],0,tt5640450,6.3,38463,17.371,2010
ts79799,Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",['US'],6,tt4816058,8.2,6161,58.201,2010
tm139194,Ratchet & Clank,MOVIE,2016,PG,94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']","['US', 'CA']",0,tt2870834,5.5,10764,14.238,2010
tm245671,Dangal,MOVIE,2016,PG,161,"['action', 'drama', 'sport']",['IN'],0,tt5074352,8.4,180247,14.572,2010
tm233317,Pee-wee's Big Holiday,MOVIE,2016,PG,90,"['comedy', 'family']",['US'],0,tt0837156,6.1,7985,10.761,2010
ts38568,Flaked,SHOW,2016,TV-MA,32,"['drama', 'romance', 'comedy']",['US'],2,tt4973548,7.2,11264,13.564,2010
ts37944,A Very Secret Service,SHOW,2015,TV-MA,27,"['comedy', 'european']",['FR'],2,tt4367560,7.7,3461,9.908,2010
ts42137,Voltron: Legendary Defender,SHOW,2016,TV-Y7,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8,tt5580664,8.1,8706,38.016,2010
ts35987,Transformers: Robots In Disguise,SHOW,2015,TV-Y7,21,"['scifi', 'animation', 'action', 'comedy']",['US'],5,tt3604232,6,1048,20.971,2010
tm123789,The Young Messiah,MOVIE,2016,PG-13,120,"['drama', 'fantasy']",['US'],0,tt1002563,5.6,3542,20.107,2010
ts38770,Lady Dynamite,SHOW,2016,TV-MA,30,"['comedy', 'drama']",['US'],2,tt4789300,7.3,3655,6.874,2010
ts42038,No Tomorrow,SHOW,2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1,tt1527428,7.3,5101,7.804,2010
tm244381,Marauders,MOVIE,2016,R,107,"['thriller', 'action', 'crime']",['CA'],0,tt3963816,5.5,21929,24.663,2010
ts42119,Greenleaf,SHOW,2016,TV-MA,42,['drama'],['US'],5,tt4971144,7.3,5158,16.824,2010
ts76079,Grizzy & the Lemmings,SHOW,2016,TV-Y7,7,"['comedy', 'animation', 'family', 'european']",['FR'],3,tt6717058,7.1,579,68.219,2010
tm166321,Our Brand Is Crisis,MOVIE,2015,R,108,"['comedy', 'drama']",['US'],0,tt1018765,6.1,22147,12.35,2010
tm214825,The Ridiculous 6,MOVIE,2015,PG-13,119,"['western', 'action', 'comedy']",['US'],0,tt2479478,4.8,47935,52.167,2010
tm238661,Special Correspondents,MOVIE,2016,PG-13,100,['comedy'],"['US', 'CA', 'GB']",0,tt4181052,5.8,23669,14.187,2010
tm142881,Jem and the Holograms,MOVIE,2015,PG,119,"['fantasy', 'drama', 'family', 'music', 'romance', 'scifi']",['US'],0,tt3614814,4.1,7804,11.088,2010
tm270504,Mindhorn,MOVIE,2016,R,89,"['comedy', 'thriller']",['GB'],0,tt4799064,6.3,12474,11.533,2010
tm239707,The Do-Over,MOVIE,2016,PG-13,108,"['action', 'comedy']",['US'],0,tt4769836,5.7,45146,13.392,2010
ts41995,Zumbo's Just Desserts,SHOW,2016,TV-14,52,['reality'],['AU'],2,tt7239256,6.9,2125,6.212,2010
tm136061,Suffragette,MOVIE,2015,PG-13,106,"['drama', 'history']","['FR', 'GB']",0,tt3077214,6.9,41529,9.53,2010
ts78325,Sinatra: All or Nothing at All,SHOW,2015,TV-14,122,"['documentation', 'music']",['US'],1,tt3838978,8,2354,5.024,2010
tm135543,By the Sea,MOVIE,2015,R,122,"['drama', 'european', 'romance']","['US', 'FR']",0,tt3707106,5.3,20541,9.388,2010
ts11670,The Adventures of Puss in Boots,SHOW,2015,TV-Y7,23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",['US'],6,tt3807034,6.6,1696,14.724,2010
ts42090,Last Chance U,SHOW,2016,TV-MA,55,"['documentation', 'sport']",['US'],5,tt5863126,8.4,6789,16.641,2010
ts86021,Molang,SHOW,2015,TV-G,3,"['animation', 'comedy', 'family', 'european']",['FR'],3,tt6046238,8.4,346,8.324,2010
ts42257,Signal,SHOW,2016,TV-MA,71,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']",['KR'],2,tt5332206,8.6,6338,8.776,2010
ts35406,Between,SHOW,2015,TV-14,25,"['scifi', 'drama', 'thriller']",['CA'],2,tt4531748,6,9059,26.43,2010
ts128895,Midnight Diner: Tokyo Stories,SHOW,2016,TV-14,28,['drama'],['JP'],2,tt6150576,8.4,4109,8.013,2010
tm138792,Results,MOVIE,2015,R,105,"['comedy', 'romance']",['US'],0,tt3824412,5.4,7073,7.885,2010
ts37660,Reply 1988,SHOW,2015,TV-14,95,"['comedy', 'drama', 'family', 'romance']",['KR'],1,tt5182866,9.2,6557,15.317,2010
ts119087,Sunny Bunnies,SHOW,2015,TV-Y,3,"['animation', 'family']",['BY'],4,tt7264084,6.6,95,2.575,2010
ts41258,Cinderella and Four Knights,SHOW,2016,TV-PG,61,"['comedy', 'drama', 'romance']",['KR'],1,tt5764414,7.5,3663,23.344,2010
tm308241,Legends of the Hidden Temple,MOVIE,2016,PG,68,['family'],['US'],0,tt5333842,5.7,896,6.75,2010
ts81483,Simon,SHOW,2016,TV-Y,5,"['animation', 'comedy', 'family']",['FR'],2,tt7699866,7,127,2.878,2010
ts37896,Conspiracy,SHOW,2015,TV-14,43,"['documentation', 'history', 'european']",['GB'],1,tt4761054,6.2,367,2.731,2010
ts21979,Spotless,SHOW,2015,TV-MA,58,"['drama', 'comedy', 'crime', 'european']",['FR'],1,tt10800582,7.7,3635,9.159,2010
tm205870,Message from the King,MOVIE,2016,R,102,"['thriller', 'drama', 'action', 'crime', 'european']",['FR'],0,tt1712192,6.4,16180,10.978,2010
ts36547,Club de Cuervos,SHOW,2015,TV-MA,44,"['comedy', 'drama']",['MX'],4,tt4680240,8.2,5514,31.739,2010
ts84398,Little Things,SHOW,2016,TV-MA,25,"['comedy', 'drama', 'romance']",['IN'],4,tt6522580,8.2,6461,8.807,2010
ts77654,Care Bears and Cousins,SHOW,2015,TV-Y,23,['animation'],['US'],2,tt4680360,6.8,82,4.256,2010
tm232953,Sleight,MOVIE,2016,R,89,"['thriller', 'crime', 'drama', 'scifi', 'action']",['US'],0,tt4573516,5.9,8644,8.409,2010
tm233493,Middle School: The Worst Years of My Life,MOVIE,2016,PG,92,"['comedy', 'family', 'animation']",['US'],0,tt4981636,6,8972,15.219,2010
ts39014,Kuromukuro,SHOW,2016,TV-14,24,"['comedy', 'drama', 'action', 'scifi', 'animation']",['JP'],2,tt5895314,7.2,1265,5.73,2010
tm140436,Rock the Kasbah,MOVIE,2015,R,100,"['comedy', 'music', 'war']","['MA', 'US']",0,tt3165590,5.5,11963,11.689,2010
ts38764,Marseille,SHOW,2016,TV-MA,46,"['drama', 'european']",['FR'],2,tt4003966,6.9,5083,7.729,2010
ts54110,Puffin Rock,SHOW,2015,TV-Y,11,"['animation', 'family', 'comedy', 'european']",['IE'],2,tt3590338,8.7,891,5.367,2010
ts54156,Chef's Table: France,SHOW,2016,TV-14,60,['documentation'],['US'],1,tt6088326,8.2,1723,2.151,2010
ts38230,The Method,SHOW,2015,TV-MA,51,"['drama', 'thriller', 'crime']",['RU'],2,tt5135336,7.4,2784,6.495,2010
ts51368,Skylanders Academy,SHOW,2016,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],3,tt5916218,6.7,730,18.291,2010
tm209950,Kevin Hart: What Now?,MOVIE,2016,R,96,"['comedy', 'documentation']",['US'],0,tt4669186,5.9,9458,8.106,2010
tm205935,Extraction,MOVIE,2015,R,92,"['thriller', 'action']","['GB', 'US']",0,tt4382872,4.1,11180,19.682,2010
tm271070,The Warriors Gate,MOVIE,2016,PG-13,108,"['action', 'comedy', 'family', 'fantasy', 'european']","['CA', 'CN', 'FR']",0,tt4652532,5.4,5057,18.103,2010
tm211510,Incarnate,MOVIE,2016,PG-13,91,"['horror', 'thriller']",['US'],0,tt3216348,5.2,12918,14.776,2010
tm219173,Term Life,MOVIE,2016,R,93,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt2978102,5.6,7860,20.41,2010
tm218052,Drishyam,MOVIE,2015,R,163,"['thriller', 'crime', 'drama']",['IN'],0,tt4430212,8.2,79075,7.871,2010
tm229542,John Mulaney: The Comeback Kid,MOVIE,2015,PG,62,"['comedy', 'documentation']",['US'],0,tt5069564,7.9,8471,4.657,2010
ts66540,"Can't Cope, Won't Cope",SHOW,2016,TV-MA,23,"['drama', 'comedy', 'european']",['IE'],2,tt5674872,7.3,880,1.537,2010
ts75829,Lego Bionicle: The Journey to One,SHOW,2016,TV-Y7,17,"['animation', 'action', 'fantasy', 'scifi']",['US'],2,tt5075942,5.5,170,1.4,2010
ts35360,Inspector Gadget,SHOW,2015,TV-Y,21,"['action', 'comedy', 'family', 'scifi', 'animation']","['CA', 'US']",4,tt3910690,4.5,614,9.398,2010
ts35359,Heidi,SHOW,2015,TV-Y,27,"['drama', 'family', 'animation', 'european']","['DE', 'AU', 'FR']",2,tt4346362,7.2,234,13.453,2010
tm266844,True Memoirs of an International Assassin,MOVIE,2016,PG-13,98,"['action', 'comedy', 'crime']",['US'],0,tt1542768,5.9,22466,12.817,2010
tm238748,The Darkness,MOVIE,2016,PG-13,92,"['thriller', 'horror']",['US'],0,tt1878841,4.5,15848,14.011,2010
ts42089,Haters Back Off,SHOW,2016,TV-14,30,"['comedy', 'drama', 'family', 'romance']",['US'],2,tt5467814,6.1,7183,8.147,2010
ts42075,Intersection,SHOW,2016,TV-MA,97,['drama'],['TR'],2,tt5303668,6.7,1152,10.782,2010
ts43272,Terrace House: Boys & Girls in the City,SHOW,2015,TV-14,29,"['reality', 'drama']",['JP'],1,tt4790546,8.1,1624,4.264,2010
ts41883,The K2,SHOW,2016,TV-14,65,"['war', 'drama', 'romance', 'thriller']",['KR'],1,tt8535796,7.9,5615,74.751,2010
ts36630,Dinotrux,SHOW,2015,TV-Y7,23,"['action', 'comedy', 'family', 'animation']",['US'],5,tt1396212,6.8,458,18.042,2010
ts41260,"Hello, My Twenties!",SHOW,2016,TV-14,63,"['comedy', 'drama', 'romance']",['KR'],2,tt5858892,8.3,2127,15.225,2010
ts39017,Dawn of the Croods,SHOW,2015,TV-Y7,23,"['comedy', 'family', 'animation']",['US'],4,tt5193172,5.8,712,43.241,2010
ts38757,Kong: King of the Apes,SHOW,2016,TV-Y7,21,"['animation', 'scifi', 'action', 'comedy', 'family']",['US'],2,tt5462936,5.9,325,11.297,2010
tm290444,Pandora,MOVIE,2016,R,136,"['drama', 'action', 'thriller']",['KR'],0,tt6302160,6.6,7304,38.145,2010
tm200454,Ok Kanmani,MOVIE,2015,PG,139,"['drama', 'romance']",['IN'],0,tt4271820,7.5,5722,4.122,2010
ts35596,Bella and the Bulldogs,SHOW,2015,TV-G,23,"['comedy', 'family', 'sport']",['US'],2,tt3596178,5,2114,11.756,2010
ts144323,Unnatural Selection,SHOW,2015,TV-MA,35,"['reality', 'documentation', 'comedy']",['US'],1,tt11063952,8.1,12,5.531,2010
ts42218,Sin senos sí hay paraíso,SHOW,2016,TV-MA,47,"['action', 'drama', 'romance', 'crime']",['CO'],4,tt5676412,6.5,546,285.361,2010
ts38512,Cooked,SHOW,2016,TV-PG,53,['documentation'],['US'],1,tt5347906,7.6,43,4.669,2010
ts41294,Mossad 101,SHOW,2015,TV-MA,42,"['action', 'drama']",['IL'],2,tt4354042,6.8,632,4.877,2010
ts43501,Secrets of Great British Castles,SHOW,2015,TV-PG,51,"['documentation', 'history', 'european']",['GB'],2,tt5181284,7.8,1031,2.774,2010
